ColumnID,Num_ColumnID,Table_ID,Num_Table_ID,Table_Name,Column_Name
DFB8465F-2081-124D-6435-D60394C3687C,84,456FD8B5-4D57-9C58-A978-D22766AAF882,81,"Model","Model_ID",
36005599-8AA6-A388-993C-3968E169E39C,86,50CCA7D9-BEA0-265D-B9EF-BA4507C49159,82,"Table","Table_ID",
EC9010D6-80A9-AC19-DFA9-D0181256361B,87,3B9EF03C-8F0E-D5E0-471A-D26F15323E12,83,"Term","Term_ID",
16EE66AB-F0D6-1F27-BE5B-BEF6C7913C2B,110,38FF1D5D-8F88-7A43-2408-067EDD4E985A,104,"Model","Model_ID",
311FD17A-AB14-CC47-80F1-E45D6833270F,111,8B58FDA0-E96F-3946-91E4-7509AA851A02,105,"Model_Name","Model_ID",
7FECB84A-A1C3-C66B-7A2D-EC4B1EF74F49,113,9C277520-57DE-C2C8-23A5-25352DEB9D5E,106,"Table","Table_ID",
67B6D2E3-3F33-4582-73CE-6A910BF6D44C,114,0EB785C5-ED3E-9BBA-4D30-1BC6D6A8DD04,107,"Table_Name","Table_ID",
10260F05-F9D1-D799-A89D-1D981AA80A38,115,AB6579B6-C6D7-7300-D635-2BB6E9208D56,108,"Term","Term_ID",
59DDBB82-C476-4886-FEDC-97821C801F89,119,544623FE-78A9-35AB-497F-78B1F40AC858,109,"Term_Name","Term_ID",
